"","ITAG","SGN_annotation","AGI","gene_name"
"262","Solyc09g091830.2.1","Peptidoglycan binding domain containing protein (AHRD V1 *-*- B6SSP4_MAIZE); contains Interpro domain(s)  IPR002477  Peptidoglycan binding-like ","AT4G13670","PTAC5 (PLASTID TRANSCRIPTIONALLY ACTIVE5); similar to Os04g0514400 [Oryza sativa (japonica cultivar-group)] (GB:NP_001053306.1); similar to COG3409: Putative peptidoglycan-binding domain-containing protein [Nostoc punctiforme PCC 73102] (GB:ZP_00111736.2); contains InterPro domain Peptidoglycan-binding domain 1; (InterPro:IPR002477); contains InterPro domain Peptidoglycan binding-like; (InterPro:IPR009070)"
"263","Solyc09g097890.2.1","Membrane protein (AHRD V1 **-- B6ST21_MAIZE); contains Interpro domain(s)  IPR006593  Cytochrome b561/ferric reductase transmembrane ","AT3G25290","auxin-responsive family protein; similar to auxin-responsive protein, putative [Arabidopsis thaliana] (TAIR:AT4G12980.1); similar to hypothetical protein 26.t00022 [Brassica oleracea] (GB:ABD65002.1); contains InterPro domain Protein of unknown function DUF568, DOMON-like; (InterPro:IPR007613); contains InterPro domain DOMON related; (InterPro:IPR005018); contains InterPro domain Cytochrome b561 / ferric reductase transmembrane; (InterPro:IPR006593)"
"264","Solyc10g005340.2.1",NA,NA,NA
"265","Solyc10g005400.2.1","Inositol oxygenase (AHRD V1 **** B9XK04_9BACT); contains Interpro domain(s)  IPR007828  Protein of unknown function DUF706 ","AT1G14520","Encodes MIOX1.  Belongs to  myo-inositol oxygenase gene family."
"266","Solyc10g006530.2.1",NA,NA,NA
"267","Solyc10g006740.2.1",NA,NA,NA
"268","Solyc10g007050.2.1","Enolase-phosphatase E-1 (AHRD V1 *-*- A8UQN2_9AQUI); contains Interpro domain(s)  IPR010041  2,3-diketo-5-methylthio-1-phosphopentane phosphatase ","AT5G53850","haloacid dehalogenase-like hydrolase family protein; similar to Os11g0484000 [Oryza sativa (japonica cultivar-group)] (GB:NP_001067908.1); similar to APAF1 interacting protein [Homo sapiens] (GB:AAH08440.1); contains InterPro domain Class II aldolase/adducin, N-terminal; (InterPro:IPR001303)"
"269","Solyc10g007120.2.1",NA,NA,NA
"270","Solyc10g007730.2.1",NA,NA,NA
"271","Solyc10g007880.2.1","Cytochrome P450","AT3G14690","putative cytochrome P450"
"272","Solyc10g009530.2.1",NA,NA,NA
"273","Solyc10g018990.1.1","Ycf2 (AHRD V1 ***- D2KLP5_OLEEU); contains Interpro domain(s)  IPR008543  Chloroplast Ycf2 ","ATCG01280","Identical to Protein ycf2 (ycf2-B) [Arabidopsis Thaliana] (GB:P56786); similar to hypothetical chloroplast RF2 [Vitis vinifera] (GB:YP_567121.1); similar to Hypothetical protein [Gossypium barbadense] (GB:BAF41290.1); similar to hypothetical chloroplast RF2 [Gossypium hirsutum] (GB:YP_538978.1); contains InterPro domain Chloroplast Ycf2; (InterPro:IPR008543); contains InterPro domain AAA ATPase; (InterPro:IPR003593); contains InterPro domain AAA ATPase, central region; (InterPro:IPR003959)"
"274","Solyc10g031560.1.1","DNA-directed RNA polymerase subunit beta&apos; (AHRD V1 ***- RPOC1_SOLLC); contains Interpro domain(s)  IPR000722  RNA polymerase, alpha subunit ","ATCG00180","RNA polymerase beta' subunit-1"
"275","Solyc10g044710.1.1","TPR repeat (AHRD V1 ***- Q2HW44_MEDTR); contains Interpro domain(s)  IPR011990  Tetratricopeptide-like helical ","AT3G05625","binding; similar to TPR repeat [Medicago truncatula] (GB:ABD28339.1); contains InterPro domain Tetratricopeptide region; (InterPro:IPR013026); contains InterPro domain Tetratricopeptide TPR_2; (InterPro:IPR013105); contains InterPro domain Tetratricopeptide-like helical; (InterPro:IPR011990)"
"276","Solyc10g047610.1.1",NA,NA,NA
"277","Solyc10g051020.1.1","Cytochrome P450","AT3G14690","putative cytochrome P450"
"278","Solyc10g052490.1.1","Isoflavone reductase-like protein 5 (AHRD V1 ***- Q3KN68_VITVI); contains Interpro domain(s)  IPR008030  NmrA-like ","AT4G39230","encodes a protein whose sequence is similar to phenylcoumaran benzylic ether reductase (PCBER), which catalyzes NADPH-dependent reduction of 8-5' linked lignans such as dehydrodiconiferyl alcohol to give isodihydrodehydrodiconiferyl alcohol."
"279","Solyc10g054130.1.1","Squalene synthase (AHRD V1 ***- Q9XF02_CAPAN); contains Interpro domain(s)  IPR006449  Farnesyl-diphosphate farnesyltransferase ","AT4G34640","Encodes squalene synthase, which converts two molecules of farnesyl diphosphate (FPP) into squalene via an intermediate: presqualene diphosphate (PSPP). It is generally thought to be one of the key enzymes of sterol biosynthesis, since it catalyzes the first pathway-specific reaction of the sterol branch of the isoprenoid pathway."
"280","Solyc10g055700.1.1","Pentatricopeptide repeat-containing protein (AHRD V1 ***- D7L8Q6_ARALY); contains Interpro domain(s)  IPR002625  Smr protein/MutS2 C-terminal ","AT2G17033","pentatricopeptide (PPR) repeat-containing protein; similar to pentatricopeptide (PPR) repeat-containing protein [Arabidopsis thaliana] (TAIR:AT3G53170.1); similar to EMB2750 (EMBRYO DEFECTIVE 2750), binding [Arabidopsis thaliana] (TAIR:AT3G06430.1); similar to pentatricopeptide (PPR) repeat protein-like [Cucumis melo] (GB:AAU04769.1); contains InterPro domain Pentatricopeptide repeat; (InterPro:IPR002885); contains InterPro domain Protein prenyltransferase; (InterPro:IPR008940); contains InterPro domain Smr protein/MutS2 C-terminal; (InterPro:IPR002625)"
"281","Solyc10g074730.1.1",NA,NA,NA
"282","Solyc10g076300.1.1","UPF0497 membrane protein At2g38480 (AHRD V1 ***- U497C_ARATH); contains Interpro domain(s)  IPR006702  Uncharacterised protein family UPF0497, trans-membrane plant ","AT2G38480","integral membrane protein, putative; similar to unknown protein [Arabidopsis thaliana] (TAIR:AT2G36330.1); similar to hypothetical protein [Oryza sativa (japonica cultivar-group)] (GB:AAO60016.1); similar to Os03g0817100 [Oryza sativa (japonica cultivar-group)] (GB:NP_001051699.1); similar to Os05g0344400 [Oryza sativa (japonica cultivar-group)] (GB:NP_001055254.1); contains InterPro domain Protein of unknown function DUF588; (InterPro:IPR006702)"
"283","Solyc10g078250.1.1",NA,NA,NA
"284","Solyc10g078260.1.1","Peptidyl-prolyl cis-trans isomerase (AHRD V1 *--- Q86M29_BRUMA); contains Interpro domain(s)  IPR001179  Peptidyl-prolyl cis-trans isomerase, FKBP-type ","AT5G48570","peptidyl-prolyl cis-trans isomerase, putative / FK506-binding protein, putative; similar to ROF1 (ROTAMASE FKBP 1), FK506 binding / calmodulin binding / peptidyl-prolyl cis-trans isomerase [Arabidopsis thaliana] (TAIR:AT3G25230.1); similar to peptidylprolyl isomerase [Triticum aestivum] (GB:CAA68913.1); similar to 70 kDa peptidyl-prolyl isomerase (Peptidyl-prolyl cis-trans isomerase) (PPIase) (Rotamase) (GB:Q43207); similar to Os08g0525600 [Oryza sativa (japonica cultivar-group)] (GB:NP_001062292.1); contains InterPro domain Tetratricopeptide region; (InterPro:IPR013026); contains InterPro domain Tetratricopeptide TPR_1; (InterPro:IPR001440); contains InterPro domain Peptidylprolyl isomerase, FKBP-type; (InterPro:IPR001179); contains InterPro domain Tetratricopeptide-like helical; (InterPro:IPR011990)"
"285","Solyc10g080620.1.1",NA,NA,NA
"286","Solyc10g081100.1.1",NA,NA,NA
"287","Solyc10g082060.1.1",NA,NA,NA
"288","Solyc10g083350.1.1","Soul heme-binding family protein (AHRD V1 ***- D7L8V8_ARALY); contains Interpro domain(s)  IPR006917  SOUL haem-binding protein ","AT3G10130","SOUL heme-binding family protein; similar to SOUL heme-binding family protein [Arabidopsis thaliana] (TAIR:AT5G20140.1); similar to SOUL heme-binding protein; Bacterial regulatory factor, effector [Medicago truncatula] (GB:ABE77860.1); contains InterPro domain SOUL heme-binding protein; (InterPro:IPR006917)"
"289","Solyc10g085670.1.1","Receptor like kinase, RLK","AT1G79620","leucine-rich repeat transmembrane protein kinase, putative; similar to leucine-rich repeat transmembrane protein kinase, putative [Arabidopsis thaliana] (TAIR:AT5G49780.1); similar to leucine-rich repeat transmembrane protein kinase, putative [Arabidopsis thaliana] (TAIR:AT5G49770.1); similar to leucine-rich repeat family protein / protein kinase family protein [Arabidopsis thaliana] (TAIR:AT5G49760.1); similar to putative receptor protein kinase [Oryza sativa (japonica cultivar-group)] (GB:AAT01330.1); similar to Protein kinase domain containing protein, expressed [Oryza sativa (japonica cultivar-group)] (GB:ABF95747.1); similar to putative receptor-like protein kinase 2 [Oryza sativa (japonica cultivar-group)] (GB:BAD82283.1); contains InterPro domain Protein kinase-like; (InterPro:IPR011009); contains InterPro domain Leucine-rich repeat; (InterPro:IPR001611); contains InterPro domain Protein kinase; (InterPro:IPR000719); contains InterPro domain Tyrosine protein kinase; (InterPro:IPR001245); contains InterPro domain Leucine-rich repeat, plant specific; (InterPro:IPR007090); contains InterPro domain Serine/threonine protein kinase, active site; (InterPro:IPR008271); contains InterPro domain Leucine rich repeat, N-terminal; (InterPro:IPR013210)"
"290","Solyc10g086150.1.1","Single-stranded DNA binding protein (AHRD V1 **-* Q8W214_SOLTU); contains Interpro domain(s)  IPR000504  RNA recognition motif, RNP-1 ","AT2G37220","29 kDa ribonucleoprotein, chloroplast, putative / RNA-binding protein cp29, putative; Identical to Putative ribonucleoprotein At2g37220, chloroplast precursor [Arabidopsis Thaliana] (GB:Q9ZUU4); similar to CP29 (chloroplast 29 kDa ribonucleoprotein), RNA binding [Arabidopsis thaliana] (TAIR:AT3G53460.2); similar to 29 kDa ribonucleoprotein A, chloroplast precursor (CP29A) (GB:Q08935); contains InterPro domain Nucleotide-binding, alpha-beta plait; (InterPro:IPR012677); contains InterPro domain RNA-binding region RNP-1 (RNA recognition motif); (InterPro:IPR000504)"
"291","Solyc10g086260.1.1",NA,NA,NA
"292","Solyc10g086620.1.1","Tropinone reductase (AHRD V1 **-- B6TAE7_MAIZE); contains Interpro domain(s)  IPR002347  Glucose/ribitol dehydrogenase ","AT5G06060","tropinone reductase, putative / tropine dehydrogenase, putative; similar to tropinone reductase, putative / tropine dehydrogenase, putative [Arabidopsis thaliana] (TAIR:AT2G29290.1); similar to Tropinone reductase, putative, expressed [Oryza sativa (japonica cultivar-group)] (GB:ABF95188.1); contains InterPro domain Short-chain dehydrogenase/reductase SDR; (InterPro:IPR002198); contains InterPro domain Glucose/ribitol dehydrogenase; (InterPro:IPR002347)"
"293","Solyc11g006020.1.1",NA,NA,NA
"294","Solyc11g006060.1.1",NA,NA,NA
"295","Solyc11g009020.1.1","HAD-superfamily hydrolase subfamily IA variant 3 containing protein expressed (AHRD V1 **** Q10I42_ORYSJ); contains Interpro domain(s)  IPR005834  Haloacid dehalogenase-like hydrolase ","AT4G39970","haloacid dehalogenase-like hydrolase family protein; similar to haloacid dehalogenase-like hydrolase family protein [Arabidopsis thaliana] (TAIR:AT3G48420.1); similar to Os08g0485900 [Oryza sativa (japonica cultivar-group)] (GB:NP_001062091.1); similar to Predicted haloacid-halidohydrolase and related hydrolases (ISS) [Ostreococcus tauri] (GB:CAL53722.1); contains InterPro domain HAD-superfamily hydrolase subfamily IA, variant 3; (InterPro:IPR006402); contains InterPro domain Haloacid dehalogenase-like hydrolase; (InterPro:IPR005834)"
"296","Solyc11g010900.1.1","RRNA methyltransferase (AHRD V1 ***- A4IRM5_GEOTN); contains Interpro domain(s)  IPR001537  tRNA/rRNA methyltransferase, SpoU ","AT4G38020","tRNA/rRNA methyltransferase (SpoU) family protein; similar to putative RNA methyltransferases [Oryza sativa] (GB:AAK14417.1); similar to Os03g0685100 [Oryza sativa (japonica cultivar-group)] (GB:NP_001050924.1); contains InterPro domain tRNA/rRNA methyltransferase, SpoU; (InterPro:IPR001537)"
"297","Solyc11g011250.1.1","Chloride intracellular channel 6 (AHRD V1 ***- B6UCX2_MAIZE); contains Interpro domain(s)  IPR017933  Glutathione S-transferase/chloride channel, C-terminal ","AT5G16710","The protein undergoes thiolation following treatment with the  oxidant tert-butylhydroperoxide."
"298","Solyc11g011860.1.1","Pentatricopeptide repeat-containing protein (AHRD V1 ***- D7L337_ARALY); contains Interpro domain(s)  IPR002885  Pentatricopeptide repeat ","AT3G14330","pentatricopeptide (PPR) repeat-containing protein; similar to CRR2 (CHLORORESPIRATORY REDUCTION 2), binding [Arabidopsis thaliana] (TAIR:AT3G46790.1); similar to Tetratricopeptide-like helical [Medicago truncatula] (GB:ABD33343.1); contains InterPro domain Pentatricopeptide repeat; (InterPro:IPR002885); contains InterPro domain Protein prenyltransferase; (InterPro:IPR008940); contains InterPro domain Tetratricopeptide-like helical; (InterPro:IPR011990)"
"299","Solyc11g012410.1.1","Inositol monophosphatase 3 (AHRD V1 ***- B6TEX0_MAIZE); contains Interpro domain(s)  IPR000760  Inositol monophosphatase ","AT3G02870","Encodes a L-galactose-1-phosphate phosphatase, involved in ascorbate biosynthesis"
"300","Solyc11g012640.1.1",NA,NA,NA
"301","Solyc11g017440.1.1",NA,NA,NA
"302","Solyc11g021110.1.1","NAD(P)H-quinone oxidoreductase subunit 2 chloroplastic (AHRD V1 ***- D3WEQ5_9ROSI); contains Interpro domain(s)  IPR001750  NADH:ubiquinone/plastoquinone oxidoreductase ","ATCG01250","NADH dehydrogenase ND2"
"303","Solyc11g021210.1.1","Cytochrome c biogenesis protein ccsA (AHRD V1 ***- CCSA_SOLLC); contains Interpro domain(s)  IPR017562  Cytochrome c-type biogenesis protein CcsA ","ATCG01040","Identical to Cytochrome c biogenesis protein ccsA (ccsA) [Arabidopsis Thaliana] (GB:P56770); similar to cytochrome c heme attachment protein [Gossypium hirsutum] (GB:YP_538991.1); contains InterPro domain Cytochrome c assembly protein; (InterPro:IPR002541)"
"304","Solyc11g022610.1.1","30S ribosomal protein S4 chloroplastic (AHRD V1 ***- B4XY03_9CARY); contains Interpro domain(s)  IPR001912  Ribosomal protein S4 ","ATCG00380","Chloroplast encoded ribosomal protein S4"
"305","Solyc11g027840.1.1","Carboxymethylenebutenolidase homolog (AHRD V1 ***- C1BWH0_ESOLU); contains Interpro domain(s)  IPR002925  Dienelactone hydrolase ","AT1G35420","dienelactone hydrolase family protein; similar to dienelactone hydrolase family protein [Arabidopsis thaliana] (TAIR:AT3G23600.1); similar to Dienelactone hydrolase [Medicago truncatula] (GB:ABE94325.1); contains InterPro domain Dienelactone hydrolase; (InterPro:IPR002925)"
"306","Solyc11g040080.1.1",NA,NA,NA
"307","Solyc11g044600.1.1","NAD(P)H-quinone oxidoreductase chain 4, chloroplastic (AHRD V1 ***- NU4C_SOLTU)","ATCG01050","Represents a plastid-encoded subunit of a NAD(P)H dehydrogenase complex.  Its mRNA is edited at four positions.  Translation data is not available for this gene."
"308","Solyc11g062050.1.1","Ycf2 (AHRD V1 ***- D2KLP5_OLEEU)","ATCG01280","Identical to Protein ycf2 (ycf2-B) [Arabidopsis Thaliana] (GB:P56786); similar to hypothetical chloroplast RF2 [Vitis vinifera] (GB:YP_567121.1); similar to Hypothetical protein [Gossypium barbadense] (GB:BAF41290.1); similar to hypothetical chloroplast RF2 [Gossypium hirsutum] (GB:YP_538978.1); contains InterPro domain Chloroplast Ycf2; (InterPro:IPR008543); contains InterPro domain AAA ATPase; (InterPro:IPR003593); contains InterPro domain AAA ATPase, central region; (InterPro:IPR003959)"
"309","Solyc11g066270.1.1","Xyloglucan endotransglucosylase/hydrolase 9 (AHRD V1 ***- C0IRI2_MALDO); contains Interpro domain(s)  IPR016455  Xyloglucan endotransglucosylase/hydrolase ","AT3G44990","xyloglucan endo-transglycosylase"
"310","Solyc11g066410.1.1","50S ribosomal protein L9 (AHRD V1 ***- B4FU53_MAIZE); contains Interpro domain(s)  IPR000244  Ribosomal protein L9 ","AT3G44890","Plastid ribosomal protein CL9"
"311","Solyc11g066920.1.1",NA,NA,NA
"312","Solyc11g068680.1.1","Genomic DNA chromosome 5 P1 clone MWD9 (AHRD V1 ***- Q9FMR8_ARATH)","AT5G22340","similar to Os03g0322600 [Oryza sativa (japonica cultivar-group)] (GB:NP_001049968.1)"
"313","Solyc11g068790.1.1","Chromosome 20 open reading frame 108 ortholog (AHRD V1 *--- A1A4K7_BOVIN); contains Interpro domain(s)  IPR009688  Protein of unknown function DUF1279 ","AT2G27290","similar to unknown protein [Arabidopsis thaliana] (TAIR:AT2G20940.1); similar to Os04g0416000 [Oryza sativa (japonica cultivar-group)] (GB:NP_001052762.1); similar to Predicted membrane protein (ISS) [Ostreococcus tauri] (GB:CAL57011.1); similar to OSIGBa0092M08.4 [Oryza sativa (indica cultivar-group)] (GB:CAH67592.1); contains InterPro domain Protein of unknown function DUF1279; (InterPro:IPR009688)"
"314","Solyc11g069660.1.1",NA,NA,NA
"315","Solyc11g069960.1.1",NA,NA,NA
"316","Solyc11g072850.1.1",NA,NA,NA
"317","Solyc12g005400.1.1","Cyclic nucleotide gated channel (AHRD V1 ***- A9CRE4_MALDO); contains Interpro domain(s)  IPR000595  Cyclic nucleotide-binding ","AT5G54250","member of Cyclic nucleotide gated channel family, downstream component of the signaling pathways leading to HR resistance. mutant plants exhibit gene-for-gene disease resistance against avirulent Pseudomonas syringae despite the near-complete absence of the hypersensitive response (HR). Salicylic acid accumulation in dnd2 mutants is completely PAD4-independent."
"318","Solyc12g006260.1.1",NA,NA,NA
"319","Solyc12g006330.1.1",NA,NA,NA
"320","Solyc12g009200.1.1","Chlorophyll a-b binding protein, chloroplastic (AHRD V1 ***- CB12_PETHY); contains Interpro domain(s)  IPR001344  Chlorophyll A-B binding protein ","AT1G19150","PSI type II chlorophyll a/b-binding protein (Lhca2*1) mRNA,"
"321","Solyc12g009440.1.1","Bundle-sheath defective protein 2 family (AHRD V1 ***- D7LRE2_ARALY); contains Interpro domain(s)  IPR001305  Heat shock protein DnaJ, cysteine-rich region ","AT3G47650","bundle-sheath defective protein 2 family / bsd2 family; similar to putative chaperon P13.9 [Castanea sativa] (GB:AAK25754.1); contains domain Cysteine-rich domain of the chaperone protein DnaJ. (SSF57938); contains domain no description (G3D.2.10.230.10)"
"322","Solyc12g011020.1.1","Had superfamily (Subfamily iiia) phosphatase (AHRD V1 *-*- B5YDI1_DICT6); contains Interpro domain(s)  IPR010021  HAD-superfamily phosphatase, subfamily IIIA ","AT3G58830","haloacid dehalogenase (HAD) superfamily protein; similar to hypothetical protein [Oryza sativa (japonica cultivar-group)] (GB:BAB89895.1); contains InterPro domain HAD-superfamily phosphatase subfamily IIIA; (InterPro:IPR010021); contains InterPro domain HAD-superfamily hydrolase subfamily IIIA; (InterPro:IPR006549)"
"323","Solyc12g011140.1.1","Subtilisin-like protease (AHRD V1 ***- Q6WNU4_SOYBN); contains Interpro domain(s)  IPR015500  Peptidase S8, subtilisin-related ","AT2G04160","isolated from differential screening of a cDNA library from auxin-treated root culture. encodes a protein similar to subtilisin-like serine protease which is believed to be active outside the plant cell."
"324","Solyc12g013520.1.1",NA,NA,NA
"325","Solyc12g014130.1.1",NA,NA,NA
"326","Solyc12g014140.1.1",NA,NA,NA
"327","Solyc12g017510.1.1","Os03g0425000 protein (Fragment) (AHRD V1 ***- Q0DR24_ORYSJ); contains Interpro domain(s)  IPR013584  RAP domain ","AT2G31890","similar to Os03g0425000 [Oryza sativa (japonica cultivar-group)] (GB:NP_001050400.1); similar to expressed protein [Oryza sativa (japonica cultivar-group)] (GB:AAP20833.1); contains InterPro domain RAP domain; (InterPro:IPR013584)"
"328","Solyc12g036170.1.1","Unknown Protein (AHRD V1)","AT1G18730","similar to Os02g0744000 [Oryza sativa (japonica cultivar-group)] (GB:NP_001048099.1)"
"329","Solyc12g039030.1.1","Photosystem Q(B) protein (AHRD V1 ***- B6VJV1_VITVI); contains Interpro domain(s)  IPR000484  Photosynthetic reaction centre, L/M ","ATCG00020","Encodes chlorophyll binding protein D1, a part of the photosystem II reaction center core"
"330","Solyc12g042770.1.1","Chloroplast post-illumination chlorophyll fluorescence increase protein (AHRD V1 **-- A1Y9I8_TOBAC)","AT3G15840","similar to Os03g0586500 [Oryza sativa (japonica cultivar-group)] (GB:NP_001050569.1); similar to expressed protein [Oryza sativa (japonica cultivar-group)] (GB:ABF97352.1)"
"331","Solyc12g044260.1.1","D-isomer specific 2-hydroxyacid dehydrogenase (AHRD V1 **-- A8IB71_AZOC5); contains Interpro domain(s)  IPR006140  D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding ","AT1G79870","oxidoreductase family protein; similar to oxidoreductase family protein [Arabidopsis thaliana] (TAIR:AT1G12550.1); similar to hydroxyphenylpyruvate reductase (HPPR) [Solenostemon scutellarioides] (GB:CAD47810.2); contains InterPro domain D-isomer specific 2-hydroxyacid dehydrogenase, catalytic region; (InterPro:IPR006139); contains InterPro domain D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding; (InterPro:IPR006140)"
"332","Solyc12g044820.1.1","Multidrug resistance protein ABC transporter family (AHRD V1 ***- B9GX56_POPTR); contains Interpro domain(s)  IPR003439  ABC transporter-like ","AT3G21250","member of MRP subfamily"
"333","Solyc12g049280.1.1","NAD-dependent epimerase/dehydratase (AHRD V1 **-- Q3MEG2_ANAVT); contains Interpro domain(s)  IPR016040  NAD(P)-binding domain ","AT1G72640","similar to catalytic/ coenzyme binding [Arabidopsis thaliana] (TAIR:AT4G31530.1); similar to expressed protein [Oryza sativa (japonica cultivar-group)] (GB:AAR06314.1); contains InterPro domain von Willebrand factor, type A; (InterPro:IPR002035)"
"334","Solyc12g055920.1.1","Calcineurin B-like protein 04 (AHRD V1 **-- A5C1G1_VITVI); contains Interpro domain(s)  IPR015757  Calcineurin B protein ","AT5G24270","encodes a calcium sensor that is essential for K+ nutrition, K+/Na+ selectivity, and salt tolerance. The protein is similar to calcineurin B.  Lines carrying recessive mutations are hypersensitive to Na+ and Li+ stresses and is unable to grow in low K+. The growth defect is rescued by extracellular calcium."
"335","Solyc12g057080.1.1","UDP-glucuronosyltransferase (AHRD V1 **-- Q5UB81_ARATH); contains Interpro domain(s)  IPR002213  UDP-glucuronosyl/UDP-glucosyltransferase ","AT1G22360","UDP-glucoronosyl/UDP-glucosyl transferase family protein; similar to UDP-glucoronosyl/UDP-glucosyl transferase family protein [Arabidopsis thaliana] (TAIR:AT1G22340.1); similar to transcription factor/ transferase, transferring glycosyl groups [Arabidopsis thaliana] (TAIR:AT1G22380.1); similar to UGT85A1 (UDP-glucosyl transferase 85A1), UDP-glycosyltransferase/ transferase, transferring glycosyl groups / transferase, transferring hexosyl groups [Arabidopsis thaliana] (TAIR:AT1G22400.1); similar to glycosyltransferase NTGT5b [Nicotiana tabacum] (GB:BAD93690.1); similar to glycosyltransferase NTGT5a [Nicotiana tabacum] (GB:BAD93689.1); contains InterPro domain UDP-glucuronosyl/UDP-glucosyltransferase; (InterPro:IPR002213)"
"336","Solyc12g062810.1.1",NA,NA,NA
"337","Solyc12g088320.1.1","LIM domain protein (AHRD V1 **-- Q306K1_BRANA); contains Interpro domain(s)  IPR001781  Zinc finger, LIM-type ","AT1G10200","transcription factor LIM, putative; similar to LIM domain-containing protein [Arabidopsis thaliana] (TAIR:AT2G39900.1); similar to LIM-domain protein [Brassica napus] (GB:ABB51614.1); contains InterPro domain LIM, zinc-binding; (InterPro:IPR001781); contains InterPro domain Bacterial enterotoxin; (InterPro:IPR008992)"
"338","Solyc12g088700.1.1",NA,NA,NA
"339","Solyc12g094640.1.1","Glyceraldehyde-3-phosphate dehydrogenase B (AHRD V1 ***- B4F8L7_MAIZE); contains Interpro domain(s)  IPR000173  Glyceraldehyde 3-phosphate dehydrogenase ","AT1G42970","Encodes chloroplast localized glyceraldehyde-3-phosphate dehydrogenase."
"340","Solyc12g094720.1.1",NA,NA,NA
"341","Solyc12g095750.1.1","Auxin efflux carrier family protein (AHRD V1 **** D7KJ74_ARALY); contains Interpro domain(s)  IPR004776  Auxin efflux carrier ","AT1G20925","auxin efflux carrier family protein; similar to auxin efflux carrier family protein [Arabidopsis thaliana] (TAIR:AT1G76520.2); similar to Auxin Efflux Carrier [Medicago truncatula] (GB:ABE88820.1); contains InterPro domain Auxin Efflux Carrier; (InterPro:IPR004776)"
"342","Solyc12g095970.1.1","Abscisic acid receptor PYL2 (AHRD V1 **-* PYL2_ARATH); contains Interpro domain(s)  IPR019587  Polyketide cyclase/dehydrase ","AT2G26040","Bet v I allergen family protein; similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G73000.1); similar to Os06g0562200 [Oryza sativa (japonica cultivar-group)] (GB:NP_001057874.1); similar to Bet v I allergen-like [Oryza sativa (japonica cultivar-group)] (GB:BAD25659.1); contains InterPro domain Bet v I allergen; (InterPro:IPR000916)"
"343","Solyc12g098130.1.1",NA,NA,NA
"344","Solyc12g098880.1.1",NA,NA,NA
